"admin2Name","admin1Name","Shape_Leng","Shape_Area","LGA","ID","Area_km2","clust"
"Irepodun/Ifelodun","Ekiti",0.853814905339,0.0267957521606,"Irepodun/Ifelodun",343,326.927206574639,"13_1"
"Ise/Orun","Ekiti",0.876616349883,0.033897649775,"Ise/Orun",347,413.831633523135,"13_1"
"Moba","Ekiti",0.588970331936,0.016171619331,"Moba",483,197.173555812618,"13_1"
"Oye","Ekiti",0.832779596154,0.0414740838924,"Oye",608,505.808424836126,"13_1"
"Aninri","Enugu",0.808306160179,0.0301866854124,"Aninri",54,369.554586272352,"14_1"
"Awgu","Enugu",0.861356414149,0.0360771305127,"Awgu",74,441.588156609075,"14_1"
"Enugu East","Enugu",0.77067300385,0.0320499893729,"Enugu East",184,391.999826889753,"14_1"
"Enugu North","Enugu",0.548140502609,0.00762820234163,"Enugu North",185,93.3186190761608,"14_1"
"Enugu South","Enugu",0.348292243731,0.00615414645989,"Enugu South",186,75.2926769463736,"14_1"
"Ezeagu","Enugu",1.00823480168,0.0521668087685,"Ezeagu",206,638.220787998584,"14_1"
"Igbo-Etiti","Enugu",0.792292506617,0.0273141545415,"Igbo-Etiti",296,333.986776201111,"14_1"
"Igbo-Eze North","Enugu",0.640699109295,0.0248790753311,"Igbo-Eze North",297,304.002337387515,"14_1"
"Igbo-Eze South","Enugu",0.645547926538,0.0139222883276,"Igbo-Eze South",298,170.144729404028,"14_1"
"Isi-Uzo","Enugu",1.43294238184,0.0691714518387,"Isi-Uzo",350,845.702471469835,"14_1"
"Nkanu East","Enugu",1.38034324744,0.0621242301155,"Nkanu East",506,760.167684361736,"14_1"
"Nkanu West","Enugu",0.710613063318,0.0208320530317,"Nkanu West",507,254.901970595311,"14_1"
"Nsukka","Enugu",1.44472710132,0.0455119744588,"Nsukka",514,556.33743689092,"14_1"
"Oji-River","Enugu",0.939127047942,0.0336099003055,"Oji-River",552,411.3787308114,"14_1"
"Udenu","Enugu",0.734313860068,0.0210204905365,"Udenu",687,256.929906452678,"14_1"
"Udi","Enugu",1.57096206784,0.07282774642,"Udi",688,890.850263913919,"14_1"
"Uzo-Uwani","Enugu",1.63215927913,0.0688466189905,"Uzo-Uwani",711,841.746783707415,"14_1"
"Abaji","Federal Capital Territory",2.5379841834,0.0683785063627,"Abaji",3,831.977294743286,"15_1"
"Abuja Municipal","Federal Capital Territory",1.8226413446,0.141633769672,"Abuja Municipal",11,1722.75511140457,"15_1"
"Bwari","Federal Capital Territory",1.30071378292,0.086064999242,"Bwari",129,1045.96848018969,"15_1"
"Gwagwalada","Federal Capital Territory",1.24552544421,0.0823298972143,"Gwagwalada",252,1001.05790533963,"15_1"
"Kuje","Federal Capital Territory",1.83519970784,0.125893258273,"Kuje",429,1532.44167016074,"15_1"
"Kwali","Federal Capital Territory",1.46786682534,0.102921375368,"Kwali",436,1252.55026441214,"15_1"
"Akko","Gombe",2.66349797376,0.202308317157,"Akko",35,2452.52831655751,"16_1"
"Balanga","Gombe",1.79754460039,0.132209869775,"Balanga",86,1604.07847484148,"16_2"
"Billiri","Gombe",1.08783807287,0.0627685213096,"Billiri",102,761.569372278876,"16_2"
"Dukku","Gombe",2.5281612835,0.30525356563,"Dukku",155,3692.63197310275,"16_3"
"Funakaye","Gombe",1.99776213272,0.131636010881,"Funakaye",215,1592.4709044943,"16_3"
"Gombe","Gombe",0.254187496197,0.0037300427873,"Gombe",238,45.1940507535237,"16_1"
"Kaltungo","Gombe",1.33392848299,0.0950473504784,"Kaltungo",392,1153.14288750159,"16_2"
"Kwami","Gombe",1.96966924659,0.141922936675,"Kwami",437,1718.48368713735,"16_1"
"Nafada","Gombe",1.68258609431,0.130559257282,"Nafada",492,1577.95736724505,"16_3"
"Shomgom","Gombe",1.47647121512,0.0714896970773,"Shomgom",653,867.827618000653,"16_2"
"Yamaltu/Deba","Gombe",2.33355684395,0.161821067599,"Yamaltu/Deba",731,1960.76135597062,"16_1"
"Aboh-Mbaise","Imo",0.712042585864,0.0143776932143,"Aboh-Mbaise",9,176.202664499754,"17_1"
"Ahiazu-Mbaise","Imo",0.444600454389,0.00929583525519,"Ahiazu-Mbaise",24,113.898825866776,"17_1"
"Ehime-Mbano","Imo",0.521062191221,0.0142277686508,"Ehime-Mbano",172,174.293965464691,"17_1"
"Ezinihitte","Imo",0.429496620712,0.0098269363581,"Ezinihitte",207,120.423302870952,"17_1"
"Ideato North","Imo",0.754513161194,0.014877203165,"Ideato North",278,182.184915357669,"17_1"
"Ideato South","Imo",0.413275682945,0.008504338875,"Ideato South",279,104.155850972017,"17_1"
"Ihitte/Uboma","Imo",0.445800745979,0.00885067232925,"Ihitte/Uboma",301,108.430174759264,"17_1"
"Ikeduru","Imo",0.491347436535,0.0147844212742,"Ikeduru",312,181.147765502026,"17_1"
"Isiala Mbano","Imo",0.592937379213,0.0125295264181,"Isiala Mbano",353,153.490283738868,"17_1"
"Isu","Imo",0.296165707361,0.00429348036025,"Isu",359,52.5953886205108,"17_1"
"Mbaitoli","Imo",0.600581417561,0.0163234021659,"Mbaitoli",475,199.993827085092,"17_1"
"Ngor-Okpala","Imo",0.98511905449,0.0442317399744,"Ngor-Okpala",501,542.175632753624,"17_1"
"Njaba","Imo",0.424416745854,0.0064049487534,"Njaba",504,78.458275858156,"17_1"
"Nkwerre","Imo",0.27461175029,0.00286104447246,"Nkwerre",508,35.0440931756127,"17_1"
"Nwangele","Imo",0.366420448725,0.00568550094878,"Nwangele",516,69.6452287655829,"17_1"
"Obowo","Imo",0.378996846119,0.00705353961783,"Obowo",525,86.4244115402491,"17_1"
"Oguta","Imo",0.868206116037,0.0344677868871,"Oguta",546,422.258001217809,"17_1"
"Ohaji/Egbema","Imo",1.35053640923,0.0730986803516,"Ohaji/Egbema",548,895.850006385894,"17_1"
"Okigwe","Imo",0.785734678893,0.0250577148445,"Okigwe",558,306.88430470675,"17_1"
"Orlu","Imo",0.506815362356,0.0100193669253,"Orlu",584,122.713128261876,"17_1"
"Orsu","Imo",0.359738334266,0.00612851769866,"Orsu",587,75.0541775677902,"17_1"
"Oru East","Imo",0.62151615447,0.0107278192791,"Oru East",588,131.411313338906,"17_1"
"Oru West","Imo",0.49654736463,0.00789773123774,"Oru West",589,96.7378612352275,"17_1"
"Owerri-Municipal","Imo",0.288910214166,0.00459391073308,"Owerri-Municipal",604,56.2955130081249,"17_1"
"Owerri North","Imo",0.702085779879,0.0158260774498,"Owerri North",605,193.946438689603,"17_1"
"Owerri West","Imo",0.881805274882,0.023361782221,"Owerri West",606,286.30459341061,"17_1"
"Unuimo","Imo",0.416320357407,0.00878996154139,"Unuimo",704,107.659296331408,"17_1"
"Auyo","Jigawa",1.34719504978,0.0352457882462,"Auyo",72,424.062504929241,"18_1"
"Babura","Jigawa",1.47561068794,0.08335967732,"Babura",78,1001.97420855565,"18_2"
"Biriniwa","Jigawa",1.75360491687,0.132620253157,"Biriniwa",105,1592.79839590823,"18_1"
"Birni Kudu","Jigawa",1.72477496383,0.116291923741,"Birni Kudu",106,1403.58100029542,"18_3"
"Buji","Jigawa",1.07273280625,0.0471418754589,"Buji",121,568.768285720714,"18_3"
"Dutse","Jigawa",1.57462217456,0.0853698308177,"Dutse",157,1029.20961800516,"18_3"
"Gagarawa","Jigawa",0.972256257078,0.0484665883623,"Gagarawa",220,582.819173578032,"18_2"
"Garki","Jigawa",2.09446146196,0.117162913714,"Garki",224,1409.33516993856,"18_2"
"Gumel","Jigawa",0.574038866688,0.0189219193431,"Gumel",245,227.419451568534,"18_2"
"Guri","Jigawa",1.32533878455,0.0885438504987,"Guri",248,1064.13932620242,"18_1"
"Gwaram","Jigawa",2.40247762078,0.153845620758,"Gwaram",255,1858.61763016175,"18_3"
"Gwiwa","Jigawa",0.83590534157,0.0375872124837,"Gwiwa",259,451.54209544163,"18_2"
"Hadejia","Jigawa",0.210721986365,0.00268023371665,"Hadejia",260,32.2334108227696,"18_1"
"Jahun","Jigawa",1.48615488259,0.10344765642,"Jahun",369,1245.95896534427,"18_2"
"Kafin Hausa","Jigawa",1.42548134301,0.113882311098,"Kafin Hausa",384,1371.15399691227,"18_1"
"Kaugama","Jigawa",1.77062141233,0.0679670932385,"Kaugama",406,817.317439967492,"18_1"
"Kazaure","Jigawa",1.03761573113,0.0317973348882,"Kazaure",410,382.138947076007,"18_2"
"Kiri Kasamma","Jigawa",1.3282626044,0.0690294552934,"Kiri Kasamma",417,829.836618922699,"18_1"
"Kiyawa","Jigawa",1.60726899355,0.085570227592,"Kiyawa",419,1031.47832752666,"18_3"
"Maigatari","Jigawa",1.34287437453,0.0802769223716,"Maigatari",458,964.55488054596,"18_2"
"Malam Madori","Jigawa",1.52771533829,0.0670907924057,"Malam Madori",463,806.61261101935,"18_1"
"Miga","Jigawa",1.01238527805,0.0472775091335,"Miga",478,569.078218959791,"18_2"
"Ringim","Jigawa",1.58530829156,0.0848014193992,"Ringim",628,1020.94686848727,"18_2"
"Roni","Jigawa",1.05161128897,0.0253050489251,"Roni",631,304.188432084662,"18_2"
"Sule-Tankarkar","Jigawa",1.52822079955,0.102560611144,"Sule-Tankarkar",661,1232.60652418536,"18_2"
"Taura","Jigawa",1.23874793077,0.0544872371596,"Taura",678,655.745219805511,"18_2"
"Yankwashi","Jigawa",0.919931022487,0.0281415885757,"Yankwashi",732,338.069158213642,"18_2"
"Birnin-Gwari","Kaduna",4.46220888593,0.539868696539,"Birnin-Gwari",107,6529.223256161,"19_1"
"Chikun","Kaduna",3.71903545886,0.370013925897,"Chikun",134,4482.18216865151,"19_2"
"Giwa","Kaduna",2.08597261442,0.164312404335,"Giwa",236,1985.55138290132,"19_3"
"Igabi","Kaduna",2.79896462724,0.28034930373,"Igabi",294,3391.92180035014,"19_2"
"Ikara","Kaduna",1.81300934782,0.0778929416913,"Ikara",311,940.764250312255,"19_3"
"Jaba","Kaduna",1.07617220885,0.0374261693765,"Jaba",367,454.542139927443,"19_4"
"Jema'a","Kaduna",1.75663052419,0.116581251554,"Jema'a",374,1416.25029157039,"19_4"
"Kachia","Kaduna",3.30372293773,0.378363600335,"Kachia",381,4590.58187912758,"19_5"
"Kaduna North","Kaduna",0.324124375196,0.00490383770884,"Kaduna North",382,59.368161521282,"19_2"
"Kaduna South","Kaduna",0.3558520665,0.00435240467814,"Kaduna South",383,52.6990900580124,"19_2"
"Kagarko","Kaduna",2.15692040245,0.157341405002,"Kagarko",386,1910.92402746338,"19_5"
"Kajuru","Kaduna",3.33765086793,0.248355253118,"Kajuru",390,3009.0249292182,"19_6"
"Kaura","Kaduna",0.932776426118,0.0427457010962,"Kaura",407,518.955543087749,"19_4"
"Kauru","Kaduna",1.95553891453,0.207325968361,"Kauru",409,2512.22151443615,"19_2"
"Kubau","Kaduna",2.30852580487,0.195305494338,"Kubau",427,2362.0040293965,"19_6"
"Kudan","Kaduna",0.883571597549,0.0276651028283,"Kudan",428,334.135571001329,"19_3"
"Lere","Kaduna",2.57068045852,0.189969704512,"Lere",450,2301.14875277456,"19_6"
"Markafi","Kaduna",1.05158013642,0.0473869348074,"Markafi",469,572.259146392576,"19_3"
"Sabon-Gari","Kaduna",0.681081079745,0.0217349267983,"Sabon-Gari",632,262.5972523642,"19_3"
"Sanga","Kaduna",2.10169957866,0.122929890891,"Sanga",641,1494.02950168253,"19_4"
"Soba","Kaduna",1.87217354438,0.185927566355,"Soba",656,2247.9484632055,"19_3"
"Zango-Kataf","Kaduna",1.97333942583,0.192299958945,"Zango-Kataf",742,2333.07879309894,"19_4"
"Zaria","Kaduna",1.06411209468,0.0325862473608,"Zaria",743,393.890281936713,"19_3"
"Ajingi","Kano",1.27246914974,0.0592923357379,"Ajingi",32,714.367321708653,"20_1"
"Albasu","Kano",1.4291701085,0.0368178732251,"Albasu",45,444.124873852698,"20_2"
"Bagwai","Kano",0.83466152686,0.0351014692642,"Bagwai",82,422.71204862426,"20_1"
"Bebeji","Kano",1.05550082274,0.0600465692453,"Bebeji",96,724.639950763572,"20_3"
"Bichi","Kano",1.26096187975,0.0571497726583,"Bichi",100,687.790986329406,"20_1"
"Bunkure","Kano",1.07529036424,0.0366077710507,"Bunkure",124,441.528205311154,"20_2"
"Dala","Kano",0.216299344433,0.00111318857493,"Dala",135,13.4096077631145,"20_1"
"Dambatta","Kano",1.49572316948,0.0656799920392,"Dambatta",138,789.998862063802,"20_1"
"Dawakin Kudu","Kano",0.932816678568,0.031891616379,"Dawakin Kudu",147,384.470602731478,"20_1"
"Dawakin Tofa","Kano",1.00175855888,0.0363246384185,"Dawakin Tofa",148,437.370188085323,"20_1"
"Doguwa","Kano",1.92260252008,0.123133981133,"Doguwa",152,1489.28390523895,"20_2"
"Fagge","Kano",0.330826771892,0.00320059306646,"Fagge",210,38.5531307890728,"20_1"
"Gabasawa","Kano",1.2964196123,0.050741469454,"Gabasawa",218,610.949544975154,"20_1"
"Garko","Kano",1.19548995892,0.0366268538265,"Garko",225,441.937367151669,"20_2"
"Garum Mallam","Kano",0.591989424662,0.0188889053958,"Garum Mallam",226,227.829112545655,"20_3"
"Gaya","Kano",1.22320347662,0.0470987783218,"Gaya",229,567.827522612752,"20_1"
"Gezawa","Kano",0.810131545861,0.0281389421271,"Gezawa",233,338.93568745688,"20_1"
"Gwale","Kano",0.27908499351,0.00196192833626,"Gwale",253,23.636831677618,"20_1"
"Gwarzo","Kano",0.960124138928,0.0362036969158,"Gwarzo",256,436.306950824374,"20_3"
"Kabo","Kano",1.04536466896,0.0308847557487,"Kabo",380,372.221768350681,"20_3"
"Kano Municipal","Kano",0.20631143615,0.00142596422435,"Kano Municipal",397,17.1801133516551,"20_1"
"Karaye","Kano",0.842375656726,0.0373099403222,"Karaye",399,449.869022207705,"20_3"
"Kibiya","Kano",0.822322097363,0.0361730791738,"Kibiya",415,436.537386450028,"20_2"
"Kiru","Kano",1.66811733032,0.0749691260555,"Kiru",418,904.454215397903,"20_3"
"Kumbotso","Kano",0.668408540945,0.0159034696476,"Kumbotso",430,191.645725041671,"20_1"
"Kunchi","Kano",0.992048047318,0.0433031015586,"Kunchi",431,520.824737649386,"20_1"
"Kura","Kano",0.681408417978,0.016258075529,"Kura",432,196.015880584931,"20_3"
"Madobi","Kano",0.766207712576,0.0213951331717,"Madobi",455,257.919701664546,"20_3"
"Makoda","Kano",1.42518571977,0.0334082645376,"Makoda",461,401.852245490939,"20_1"
"Minjibir","Kano",0.883080618665,0.0358392792822,"Minjibir",480,431.459858952816,"20_1"
"Nasarawa","Kano",0.286237065887,0.00346014813436,"Nasarawa_Kano",494,41.6839468862111,"20_1"
"Rano","Kano",0.999832116362,0.0428676751522,"Rano",623,517.386603293717,"20_2"
"Rimin Gado","Kano",0.859987510385,0.0221429747474,"Rimin Gado",627,266.822775145474,"20_3"
"Rogo","Kano",1.0315851752,0.0661676831556,"Rogo",630,798.501872318625,"20_3"
"Shanono","Kano",1.01352769443,0.0421869053515,"Shanono",647,508.09257592222,"20_1"
"Sumaila","Kano",1.48884113383,0.103475638545,"Sumaila",663,1249.56563079776,"20_2"
"Takai","Kano",1.2741810314,0.0495667028689,"Takai",670,598.19478681287,"20_2"
"Tarauni","Kano",0.22219214914,0.00221544362778,"Tarauni",675,26.6932430050649,"20_1"
"Tofa","Kano",0.609726969597,0.0158276515005,"Tofa",679,190.667815891369,"20_3"
"Tsanyawa","Kano",0.949592111582,0.0445175877773,"Tsanyawa",684,535.765764760528,"20_1"
"Tudun Wada","Kano",2.0914812719,0.10157352007,"Tudun Wada",685,1226.84468847813,"20_2"
"Ungogo","Kano",0.891454686185,0.0185021875481,"Ungogo",703,222.852058289412,"20_1"
"Warawa","Kano",0.800313859167,0.0301897904974,"Warawa",715,363.819441664711,"20_1"
"Wudil","Kano",1.06850464098,0.0300224293516,"Wudil",722,362.008951620185,"20_1"
"Bakori","Katsina",1.34455309718,0.0624922155457,"Bakori",84,753.812101034634,"21_1"
"Batagarawa","Katsina",1.21879091071,0.0436339585355,"Batagarawa",92,523.923345621834,"21_2"
"Batsari","Katsina",1.49861614223,0.0981246085112,"Batsari",93,1178.51117118246,"21_2"
"Baure","Katsina",1.37640461246,0.065733933197,"Baure",95,789.564468650962,"21_3"
"Bindawa","Katsina",1.15971314703,0.0413970351585,"Bindawa",103,497.377633019116,"21_2"
"Charanchi","Katsina",1.22472321925,0.040660719147,"Charanchi",133,488.752949015442,"21_2"
"Dan Musa","Katsina",1.21549324684,0.0670824695236,"Dan Musa",139,807.488725350645,"21_1"
"Dandume","Katsina",1.01734756517,0.0396900021164,"Dandume",141,479.130543795424,"21_1"
"Danja","Katsina",1.12229688322,0.0399737481614,"Danja",143,482.580754496156,"21_1"
"Daura","Katsina",0.598243027254,0.015957806041,"Daura",146,191.546477144728,"21_3"
"Dutsi","Katsina",0.788857807695,0.0271073613461,"Dutsi",158,325.445316214444,"21_3"
"Dutsin-Ma","Katsina",1.18062625351,0.0538223341044,"Dutsin-Ma",159,647.3816397312,"21_2"
"Faskari","Katsina",1.83134480585,0.139500236658,"Faskari",212,1682.47559024766,"21_1"
"Funtua","Katsina",1.12102916058,0.0349910500747,"Funtua",217,422.342417467104,"21_1"
"Ingawa","Katsina",1.4483031617,0.065685208547,"Ingawa",337,789.504989844129,"21_2"
"Jibia","Katsina",2.09933801315,0.0889041287574,"Jibia",375,1066.92760491424,"21_2"
"Kafur","Katsina",1.64116562593,0.0840310045374,"Kafur",385,1013.58726707533,"21_1"
"Kaita","Katsina",1.09819132084,0.059554768763,"Kaita",388,714.284145455348,"21_2"
"Kankara","Katsina",1.8071006696,0.115791898005,"Kankara",394,1395.01263111515,"21_1"
"Kankia","Katsina",1.4863649582,0.0627339626142,"Kankia",396,754.500172206587,"21_2"
"Katsina","Katsina",0.454163138809,0.0123328771414,"Katsina",404,148.008736077784,"21_2"
"Kurfi","Katsina",1.07553488748,0.0479801420267,"Kurfi",433,576.580733634328,"21_2"
"Kusada","Katsina",0.961003634165,0.0378941474906,"Kusada",435,455.754235508226,"21_2"
"Mai'adua","Katsina",1.12240487012,0.0516397752414,"Mai'adua",457,619.448709377605,"21_3"
"Malumfashi","Katsina",1.51320914579,0.0668669870197,"Malumfashi",464,805.957515452766,"21_1"
"Mani","Katsina",1.45234174835,0.0558550505869,"Mani",466,670.637814441012,"21_2"
"Mashi","Katsina",1.45379114279,0.0782246459627,"Mashi",472,938.343626377221,"21_2"
"Matazu","Katsina",0.96170142523,0.0448449947029,"Matazu",473,539.750825553838,"21_1"
"Musawa","Katsina",1.36679969728,0.0654172260861,"Musawa",489,787.813520565111,"21_1"
"Rimi","Katsina",1.24742016826,0.0403827053191,"Rimi",626,484.947934806051,"21_2"
"Sabuwa","Katsina",1.29788871665,0.0575742396439,"Sabuwa",634,695.239781596121,"21_1"
"Safana","Katsina",0.822363392273,0.0272406395377,"Safana",635,327.055699135338,"21_3"
"Sandamu","Katsina",1.44439240754,0.115553561477,"Sandamu",640,1389.50325328512,"21_2"
"Zango","Katsina",1.00330233482,0.0432719571477,"Zango",741,519.445598324214,"21_3"
"Aleiro","Kebbi",0.67118966084,0.0278347392347,"Aleiro",46,334.938993702694,"22_1"
"Arewa-Dandi","Kebbi",3.35652913375,0.334784253083,"Arewa-Dandi",62,4021.74019165935,"22_1"
"Argungu","Kebbi",1.45704730017,0.0913021962848,"Argungu",63,1097.09129410052,"22_1"
"Augie","Kebbi",1.58031438722,0.094944326525,"Augie",71,1139.88461607286,"22_1"
"Bagudo","Kebbi",3.51704365765,0.421048611741,"Bagudo",81,5084.17357584418,"22_2"
"Birnin Kebbi","Kebbi",1.35251174443,0.0891524651525,"Birnin Kebbi",108,1072.12104739637,"22_1"
"Bunza","Kebbi",1.46812949939,0.091671821341,"Bunza",125,1103.6122004545,"22_3"
"Dandi","Kebbi",1.73684461122,0.161172083055,"Dandi",140,1942.74751542027,"22_2"
"Fakai","Kebbi",2.39926724142,0.186025722119,"Fakai",211,2244.86908328907,"22_4"
"Gwandu","Kebbi",1.39360045307,0.0874683312583,"Gwandu",254,1051.73286266868,"22_1"
"Jega","Kebbi",1.73022321949,0.0802105766274,"Jega",373,965.915660064429,"22_3"
"Kalgo","Kebbi",1.19422407425,0.0504716653736,"Kalgo",391,607.220355926837,"22_3"
"Koko/Besse","Kebbi",1.90131121432,0.111281240551,"Koko/Besse",421,1343.31727081674,"22_4"
"Maiyama","Kebbi",2.09543779737,0.110726128691,"Maiyama",460,1334.00750645257,"22_3"
"Ngaski","Kebbi",3.06883675838,0.215263570505,"Ngaski",500,2605.9051139276,"22_4"
"Sakaba","Kebbi",1.63517420682,0.120192760628,"Sakaba",637,1452.31619042633,"22_5"
"Shanga","Kebbi",2.70080094461,0.224437420244,"Shanga",646,2711.94379272072,"22_4"
"Suru","Kebbi",1.86297598894,0.130077079796,"Suru",664,1568.1093892024,"22_2"
"Wasagu/Danko","Kebbi",3.67794217463,0.339234613652,"Wasagu/Danko",720,4094.76707123341,"22_5"
"Yauri","Kebbi",0.704087474474,0.010151298873,"Yauri",733,122.800092680221,"22_4"
"Zuru","Kebbi",1.58045907975,0.0577761311292,"Zuru",746,697.394341703879,"22_5"
"Adavi","Kogi",1.55095410573,0.0584645222681,"Adavi",12,713.363985545882,"23_1"
"Ajaokuta","Kogi",1.55448210536,0.113133164514,"Ajaokuta",30,1380.92040572053,"23_1"
"Ankpa","Kogi",1.53400845959,0.104971349033,"Ankpa",58,1281.44029500061,"23_2"
"Bassa","Kogi",2.18621869063,0.158630458488,"Bassa_Kogi",90,1935.04143127737,"23_2"
"Dekina","Kogi",2.12428471042,0.197226460234,"Dekina",150,2407.07798370885,"23_2"
"Ibaji","Kogi",1.50584190524,0.109206558232,"Ibaji",267,1334.9929024509,"23_3"
"Idah","Kogi",0.46633447538,0.0109797651431,"Idah",276,134.151732616787,"23_3"
"Igalamela-Odolu","Kogi",2.20714401602,0.173025186028,"Igalamela-Odolu",295,2114.04068595024,"23_3"
"Ijumu","Kogi",1.72340026639,0.10514418678,"Ijumu",307,1282.456289276,"23_4"
"Kabba/Bunu","Kogi",2.6109091433,0.220941187125,"Kabba/Bunu",379,2693.15069616694,"23_1"
"Kogi","Kogi",1.83204848329,0.122583228293,"Kogi",420,1494.05873270092,"23_1"
"Lokoja","Kogi",3.51906999065,0.262714082511,"Lokoja",452,3201.4955418374,"23_1"
"Mopa-Muro","Kogi",1.26616991739,0.06836567719,"Mopa-Muro",485,833.250346092007,"23_4"
"Ofu","Kogi",2.42393951443,0.140479174127,"Ofu",534,1715.42198721616,"23_3"
"Ogori/Magongo","Kogi",0.345357115757,0.00649702812662,"Ogori/Magongo",543,79.3104037687427,"23_1"
"Okehi","Kogi",1.37345736435,0.0541871066261,"Okehi",556,661.109307277487,"23_1"
"Okene","Kogi",1.00527394322,0.0244375153507,"Okene",557,298.318919508785,"23_1"
"Olamabolo","Kogi",1.46710878203,0.0810892799664,"Olamabolo",565,990.463984501654,"23_2"
"Omala","Kogi",1.63565461038,0.130480926074,"Omala",569,1591.5632092444,"23_2"
"Yagba East","Kogi",2.09732539812,0.120840489084,"Yagba East",727,1472.71425366185,"23_4"
"Yagba West","Kogi",1.59407633078,0.105484956754,"Yagba West",728,1285.1318904655,"23_4"
"Asa","Kwara",1.89462940192,0.109681892423,"Asa",65,1335.79216153779,"24_1"
"Baruten","Kwara",4.92264227028,0.796420590861,"Baruten",89,9677.7377548436,"24_2"
"Edu","Kwara",2.46537511418,0.208362608953,"Edu",165,2534.69683298695,"24_3"
"Ekiti","Kwara",0.969626482467,0.0389950085411,"Ekiti",176,475.320390002338,"24_4"
"Ifelodun","Kwara",3.57163271123,0.282390971609,"Ifelodun_Kwara",292,3438.39502599521,"24_3"
"Ilorin East","Kwara",1.20299895613,0.0370637471783,"Ilorin East",333,451.195940215763,"24_1"
"Ilorin South","Kwara",0.86732264237,0.0201553687045,"Ilorin South",334,245.456206096293,"24_1"
"Ilorin West","Kwara",0.543716830185,0.0122373313984,"Ilorin West",335,149.029229617066,"24_1"
"Irepodun","Kwara",1.48591553787,0.0575219414278,"Irepodun_Kwara",342,701.045827655746,"24_4"
"Isin","Kwara",1.01047120363,0.0518034019888,"Isin",354,631.203632944549,"24_4"
"Kaiama","Kwara",3.65177814448,0.57096495948,"Kaiama",387,6935.96123198743,"24_5"
"Moro","Kwara",2.30668897644,0.256482990692,"Moro",486,3120.47408857829,"24_1"
"Offa","Kwara",0.387386670067,0.00773818847012,"Offa",533,94.3127805991795,"24_4"
"Oke-Ero","Kwara",1.17549999768,0.0357493240479,"Oke-Ero",555,435.667499710711,"24_4"
"Oyun","Kwara",1.44718453594,0.0417478169405,"Oyun",613,508.804017510868,"24_4"
"Pategi","Kwara",2.22170052914,0.238928300789,"Pategi",617,2908.55203567855,"24_3"
"Agege","Lagos",0.136929295861,0.000938556683034,"Agege",21,11.4777010576955,"25_1"
"Ajeromi-Ifelodun","Lagos",0.136004964622,0.00104276508181,"Ajeromi-Ifelodun",31,12.7562784060616,"25_1"
"Alimosho","Lagos",0.589766815932,0.015008636535,"Alimosho",47,183.559682786701,"25_1"
"Amuwo-Odofin","Lagos",0.690195236841,0.0113422338121,"Amuwo-Odofin",49,138.756251601176,"25_1"
"Apapa","Lagos",0.281546921406,0.00164032435341,"Apapa",60,20.0665772571769,"25_1"
"Badagry","Lagos",1.08889756807,0.0369853744767,"Badagry",79,452.457888467474,"25_1"
"Epe","Lagos",2.40174827755,0.0965468605813,"Epe",187,1180.83851342187,"25_1"
"Eti-Osa","Lagos",0.750129292963,0.0156158589452,"Eti-Osa",198,191.029433855405,"25_1"
"Ibeju/Lekki","Lagos",1.42859627755,0.0369535029305,"Ibeju/Lekki",271,452.045522892068,"25_1"
"Ifako-Ijaye","Lagos",0.267548977758,0.00270297511973,"Ifako-Ijaye",284,33.0523457243458,"25_1"
